Brand,Line,Series,Price_Segmentation,SKU
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1805140
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1805373
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1805413
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1806062
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1807474
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1808313
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1808314
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1808315
MacBook,MacBook 13,MacBook 13.3,Trên 30 triệu,1808316
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1700084
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1700201
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1701128
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1701910
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1702058
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1702087
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1702321
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1703355
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1703357
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1704827
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1800893
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1805040
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1808319
MacBook,MacBook 15,MacBook 15,Dưới 8 triệu,1808320
MacBook,MacBook 15,MacBook 15,Trên 30 triệu,1704826
MacBook,MacBook 15,MacBook 15,Trên 30 triệu,1800918
MacBook,MacBook 15,MacBook 15,Trên 30 triệu,1808317
MacBook,MacBook 15,MacBook 15,Trên 30 triệu,1808318
MacBook,MacBook Air,MacBook Air,Dưới 8 triệu,1500954
MacBook,MacBook Air,MacBook Air,Dưới 8 triệu,1700085
MacBook,MacBook Air,MacBook Air,Dưới 8 triệu,1702056
MacBook,MacBook Air,MacBook Air,Dưới 8 triệu,1800869
MacBook,MacBook Air,MacBook Air,Dưới 8 triệu,1807322
MacBook,MacBook Air,MacBook Air,Từ 22 đến 24 triệu,1702151
MacBook,MacBook Air,MacBook Air,Từ 22 đến 24 triệu,1702514
MacBook,MacBook Air,MacBook Air,Từ 22 đến 24 triệu,1703063
MacBook,MacBook Air,MacBook Air,Từ 24 đến 26 triệu,1601700
MacBook,MacBook Air,MacBook Air,Từ 26 đến 28 triệu,1702503
MacBook,MacBook Air,MacBook Air,Từ 26 đến 28 triệu,1807335
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110453
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110454
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110455
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110456
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110457
MacBook,MacBook Air,MacBook Air,Trên 30 triệu,18110458
MSI,MSI GE 6x,GE62,Dưới 8 triệu,1702064
MSI,MSI GE 6x,GE63,Dưới 8 triệu,19030197
MSI,MSI GE 6x,GE63,Trên 30 triệu,1806179
MSI,MSI GE 7x,GE73,Trên 30 triệu,1806201
MSI,MSI GE 7x,GE75,Trên 30 triệu,19030198
MSI,MSI GF 6x,GF63,Từ 20 đến 22 triệu,1809174
MSI,MSI GF 6x,GF63,Từ 20 đến 22 triệu,1809175
MSI,MSI GF 6x,GF63,Từ 24 đến 26 triệu,18110380
MSI,MSI GL 6x,GL63,Dưới 8 triệu,19030196
MSI,MSI GL 6x,GL63,Từ 22 đến 24 triệu,1805347
MSI,MSI GL 6x,GL63,Từ 22 đến 24 triệu,1806288
MSI,MSI GL 6x,GL63,Từ 22 đến 24 triệu,1807485
MSI,MSI GL 6x,GL63,Từ 24 đến 26 triệu,1807486
MSI,MSI GL 6x,GL63,Từ 24 đến 26 triệu,19010085
MSI,MSI GL 6x,GL63,Từ 26 đến 28 triệu,1805349
MSI,MSI GL 6x,GL63,Từ 28 đến 30 triệu,1800921
MSI,MSI GL 7x,GL73,Từ 24 đến 26 triệu,1806289
MSI,MSI GL 7x,GL73,Từ 26 đến 28 triệu,1805348
MSI,MSI GP 6x,GP62,Từ 28 đến 30 triệu,1702065
MSI,MSI GP 6x,GP62,Từ 28 đến 30 triệu,1702597
MSI,MSI GP 6x,GP62,Trên 30 triệu,1704877
MSI,MSI GP 6x,GP62,Trên 30 triệu,1800538
MSI,MSI GP 6x,GP63,Từ 28 đến 30 triệu,1807423
MSI,MSI GP 6x,GP63,Trên 30 triệu,1805041
MSI,MSI GP 6x,GP63,Trên 30 triệu,1805042
MSI,MSI GP 6x,GP63,Trên 30 triệu,1807484
MSI,MSI GP 7x,GP72,Từ 26 đến 28 triệu,1702409
MSI,MSI GP 7x,GP72,Từ 26 đến 28 triệu,1703258
MSI,MSI GP 7x,GP73,Trên 30 triệu,1806202
MSI,MSI GP 7x,GP73,Trên 30 triệu,1810387
MSI,MSI GS 6x,GS63,Dưới 8 triệu,1702061
MSI,MSI GS 6x,GS63,Từ 26 đến 28 triệu,1702561
MSI,MSI GS 6x,GS65,Dưới 8 triệu,19030199
MSI,MSI GS 6x,GS65,Trên 30 triệu,1806178
MSI,MSI GS 7x,GS75,Dưới 8 triệu,19030200
MSI,MSI GT 7x,GT75,Dưới 8 triệu,1809428
MSI,MSI GT 7x,GT75,Dưới 8 triệu,1809429
MSI,MSI GT 8x,GT83,Dưới 8 triệu,1809430
MSI,MSI GV 6x,GV62,Dưới 8 triệu,1702062
MSI,MSI GV 6x,GV62,Dưới 8 triệu,1702240
MSI,MSI GV 6x,GV62,Từ 20 đến 22 triệu,1702843
MSI,MSI GV 6x,GV62,Từ 22 đến 24 triệu,1702598
MSI,MSI GV 6x,GV62,Từ 22 đến 24 triệu,1800925
MSI,MSI GV 6x,GV62,Từ 24 đến 26 triệu,1704876
MSI,MSI GV 7x,GV72,Từ 22 đến 24 triệu,1702063
MSI,MSI GV 7x,GV72,Từ 24 đến 26 triệu,1704875
MSI,MSI GV 7x,GV72,Từ 24 đến 26 triệu,1800924
MSI,MSI P6x,P65,Dưới 8 triệu,18110055
MSI,MSI P6x,P65,Trên 30 triệu,18120053
MSI,MSI PS4x,PS42,Dưới 8 triệu,19030195
MSI,MSI PS4x,PS42,Từ 20 đến 22 triệu,1809553
MSI,MSI PS4x,PS42,Từ 22 đến 24 triệu,1809552
MSI,MSI PS4x,PS42,Từ 26 đến 28 triệu,18110056
